postcode,supplier,phone,link
G32 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
HA8 0AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
G34 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G4  0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G40 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G41 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G42 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
BD181AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
L29 1YA,Not Found,Not Found,Not Found
G43 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G44 3AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G45 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G46 6AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
DN110AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
L3  0AA,Not Found,Not Found,Not Found
DN121AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
DN150AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
DN140AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
G5  0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G51 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
GL114AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
GL102AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
GL141AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
EX311AA,Not Found,Not Found,Not Found
GL139AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
LE2 0AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
LE3 0AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
LE4 0AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
LE5 0AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
EH510AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
EH530AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
EH525AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
GL154AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
GL167AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
GL170AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
GL2 0AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
GL181AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
GL193AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
GL3 1AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
BA3 1AA,Not Found,Not Found,Not Found
GL4 0AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
GL5 1AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
GL510AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
GU240AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
BA6 0AA,Not Found,Not Found,Not Found
L41 0AA,Not Found,Not Found,Not Found
GL522AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
L42 0HA,Not Found,Not Found,Not Found
GL530AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
GL541AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
GL556AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
GL560AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
GL6 0AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
GL7 1AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
L43 0ET,Not Found,Not Found,Not Found
DT3 4AA,Wessex Water,03456 003 600,https://www.wessexwater.co.uk/
L44 0AA,Not Found,Not Found,Not Found
DT5 1AA,Wessex Water,03456 003 600,https://www.wessexwater.co.uk/
DT6 3AA,Wessex Water,03456 003 600,https://www.wessexwater.co.uk/
DT7 3AA,South West Water,03443 461 010,https://www.southwestwater.co.uk/
DT8 3AA,Wessex Water,03456 003 600,https://www.wessexwater.co.uk/
L45 0JA,Not Found,Not Found,Not Found
L47 0LA,Not Found,Not Found,Not Found
DT9 3AA,Wessex Water,03456 003 600,https://www.wessexwater.co.uk/
DY121AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
DY115AB,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
DY101AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
L46 0PA,Not Found,Not Found,Not Found
DY130AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
L49 0TA,Not Found,Not Found,Not Found
L48 0QA,Not Found,Not Found,Not Found
EH558AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
DY140AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
EH540AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
EH7 4AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
EH6 4AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
L61 0HA,Not Found,Not Found,Not Found
G52 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G59 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
L60 0AA,Not Found,Not Found,Not Found
G53 5AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G58 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G60 5AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
L64 0RY,Not Found,Not Found,Not Found
G61 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
L62 0AA,Not Found,Not Found,Not Found
G62 6AH,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
L63 0EA,Not Found,Not Found,Not Found
G64 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G63 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
L65 0AA,Not Found,Not Found,Not Found
G67 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G65 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G66 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G68 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
L66 0NA,Not Found,Not Found,Not Found
G70 5AB,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G69 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
L69 1AA,Not Found,Not Found,Not Found
G71 5AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
L70 0AQ,Not Found,Not Found,Not Found
G72 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
EH777AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
EH8 7AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
EH9 1AB,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
L72 0AB,Not Found,Not Found,Not Found
L8  0AB,Not Found,Not Found,Not Found
EH915AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
GU266AA,South East Water,03330 000 001,https://www.southeastwater.co.uk/
EH951AB,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
LE6 0AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
LE651AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
LE7 1AD,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
LE872AB,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
LE940AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
LE952AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
EN1 1AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
EN106AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
EN110AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
EH991SP,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
EN2 0AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
EN3 4AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
GU254AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
EN4 0AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
DN161AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
DN185AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
DN171AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
DN197AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
DN2 4AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
DN200AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
DN211AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
GU280AA,Southern Water,03303 030 277,https://www.southernwater.co.uk/
GU290AA,Southern Water,03303 030 277,https://www.southernwater.co.uk/
DN220AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
GU271AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
HA7 1AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
LE110AA,Not Found,Not Found,Not Found
GU3 1AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
LE150AA,Not Found,Not Found,Not Found
LE160AA,Not Found,Not Found,Not Found
GL9 1AA,Bristol Water,03456 003 600,https://www.bristolwater.co.uk/
GU1 1AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
GU101AA,South East Water,03330 000 001,https://www.southeastwater.co.uk/
GU307AA,South East Water,03330 000 001,https://www.southeastwater.co.uk/
LE174AA,Not Found,Not Found,Not Found
BB0 1GR,Not Found,Not Found,Not Found
BA9 0AA,Not Found,Not Found,Not Found
GU111AA,South East Water,03330 000 001,https://www.southeastwater.co.uk/
GU124AA,South East Water,03330 000 001,https://www.southeastwater.co.uk/
GU151AA,South East Water,03330 000 001,https://www.southeastwater.co.uk/
GU140AA,South East Water,03330 000 001,https://www.southeastwater.co.uk/
BB120AA,Not Found,Not Found,Not Found
GU170AA,South East Water,03330 000 001,https://www.southeastwater.co.uk/
GU185AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
BB1 1AA,Not Found,Not Found,Not Found
G73 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
DN4 0AA,Not Found,Not Found,Not Found
GU314AA,South East Water,03330 000 001,https://www.southeastwater.co.uk/
DY2 0AA,South Staffordshire Water,03456 070 456,https://www.south-staffs-water.co.uk/
DY3 1AA,South Staffordshire Water,03456 070 456,https://www.south-staffs-water.co.uk/
GU195AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
DY5 1AA,South Staffordshire Water,03456 070 456,https://www.south-staffs-water.co.uk/
DY4 0AA,South Staffordshire Water,03456 070 456,https://www.south-staffs-water.co.uk/
DY6 0AA,South Staffordshire Water,03456 070 456,https://www.south-staffs-water.co.uk/
DY7 5AA,South Staffordshire Water,03456 070 456,https://www.south-staffs-water.co.uk/
GU336AA,South East Water,03330 000 001,https://www.southeastwater.co.uk/
DY8 1AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
GU321AA,South East Water,03330 000 001,https://www.southeastwater.co.uk/
GU341AA,South East Water,03330 000 001,https://www.southeastwater.co.uk/
GU4 7AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
G74 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
GU470AB,South East Water,03330 000 001,https://www.southeastwater.co.uk/
G76 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G75 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G77 5AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G78 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G79 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G80 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G81 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G82 1AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G84 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
DN551AA,Not Found,Not Found,Not Found
G83 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
G9  2AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
GU2 4AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
GU211AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
EN6 1AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
DL150AA,Not Found,Not Found,Not Found
GU220AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
EN5 1AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
EN8 0AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
EN9 1AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
EX111AA,South West Water,03443 461 010,https://www.southwestwater.co.uk/
EX1 1AA,South West Water,03443 461 010,https://www.southwestwater.co.uk/
EX100AA,South West Water,03443 461 010,https://www.southwestwater.co.uk/
EX122AA,South West Water,03443 461 010,https://www.southwestwater.co.uk/
EX151AA,South West Water,03443 461 010,https://www.southwestwater.co.uk/
EX135AA,South West Water,03443 461 010,https://www.southwestwater.co.uk/
HR8 1AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
BB4 0AA,Not Found,Not Found,Not Found
LL141AA,Hafren Dyfrdwy,03306 780 679,https://www.hdcymru.co.uk/
LL163AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
LL181AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
LL170AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
LL151AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
G90 8AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
BB7 0AA,Not Found,Not Found,Not Found
BB940AA,Not Found,Not Found,Not Found
HS1 2AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
HR9 5AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
HS2 0AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
GU236AA,Affinity Water,03453 572 401,https://www.affinitywater.co.uk/
HU9 1AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HU8 0AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
BD161AA,Not Found,Not Found,Not Found
FY0 1BR,Not Found,Not Found,Not Found
HX1 1AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HX2 0AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HX5 0AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HX6 1AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HX4 0AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HX3 0AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
FY1 1AA,Not Found,Not Found,Not Found
DY9 0AA,Severn Trent Water,03457 500 500,https://www.stwater.co.uk/
E1  0AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
IP100AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IP1 1AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IP110AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
DN1 1AA,Not Found,Not Found,Not Found
IP121AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IP155AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IP141AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
IP130AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
IP171AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
IP186AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
IP164AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
IP190AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
IP200AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IP221AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
IP214AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
IP237AA,Essex &amp; Suffolk Water,03457 820 111,https://www.eswater.co.uk/
IP264AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IP241AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IP270AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IP281AB,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IP294AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IP300AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IP311AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IP331AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IV149AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
IP5 1AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IP6 0AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
IP7 5AA,Anglian Water,03457 919 155,https://www.anglianwater.co.uk/
HS4 3XU,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
HS5 3TL,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
HS3 3AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
HS6 5AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
HS7 5AA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
HS8 5AB,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
HS9 5UA,Scottish Water,08000 778 778,https://www.scottishwater.co.uk/
HU1 1AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HU106AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HU114AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HU130AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HU120AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
GU511AA,South East Water,03330 000 001,https://www.southeastwater.co.uk/
GU5 0AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
GIR 0AA,Not Found,Not Found,Not Found
GU6 7AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
GU520AB,South East Water,03330 000 001,https://www.southeastwater.co.uk/
GU7 1AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
GU8 4AA,Thames Water,08009 808 800,https://www.thameswater.co.uk/
HU151AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HU143AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
GU9 0AA,South East Water,03330 000 001,https://www.southeastwater.co.uk/
HU164AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HU170AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HU192AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
HU181AA,Yorkshire Water,03451 242 424,https://www.yorkshirewater.com/
LL210AA,Dwr Cymru (Welsh Water),08000 520 145,https://www.dwrcymru.com/
